snum,wins,victories,rounds
#947,112,28,"['#728', '#728', '#728', '#728', '#728', '#901', '#947', '#947', '#947', '#901', '#947', '#947', '#47', '#47', '#947', '#947', '#947', '#947', '#822', '#822', '#947', '#947', '#31', '#31', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#36', '#947', '#947', '#947', '#505', '#505', '#430', '#947', '#430', '#947', '#947', '#604', '#947', '#947', '#604', '#947', '#947', '#742', '#742', '#742', '#742', '#222', '#947', '#947', '#222', '#947', '#947', '#947', '#947', '#947', '#947', '#809', '#947', '#809', '#809', '#809', '#947', '#947', '#947', '#476', '#947', '#135', '#947', '#947', '#947', '#947', '#759', '#947', '#947', '#759', '#759', '#947', '#947', '#947', '#195', '#195', '#947', '#947', '#947', '#598', '#598', '#458', '#947', '#458', '#947', '#458', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#947', '#215', '#801', '#801', '#801', '#801', '#801', '#947', '#947', '#510', '#947', '#510', '#947', '#947', '#108', '#947', '#947', '#947', '#527', '#947', '#947', '#527', '#947', '#947', '#947', '#947', '#420', '#947', '#947', '#947', '#147', '#147', '#527', '#527', '#947', '#947', '#527', '#63', '#63', '#63', '#63', '#63', '#947', '#947', '#947', '#947', '#464', '#947', '#947', '#947', '#862', '#947', '#151', '#947', '#151', '#947', '#151', '#947', '#947', '#19', '#19', '#947', '#947', '#947', '#947', '#648', '#648', '#180', '#947', '#180', '#180', '#180', '#561', '#947', '#947', '#561', '#947', '#947', '#947', '#927', '#927', '#927', '#947', '#947', '#947', '#846', '#947']"
#728,189,45,"['#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#771', '#728', '#728', '#728', '#728', '#124', '#728', '#169', '#728', '#728', '#169', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#756', '#728', '#728', '#728', '#756', '#728', '#457', '#728', '#457', '#728', '#552', '#728', '#728', '#728', '#728', '#728', '#728', '#841', '#841', '#728', '#843', '#843', '#728', '#843', '#728', '#206', '#206', '#206', '#728', '#728', '#728', '#800', '#728', '#800', '#728', '#728', '#728', '#728', '#518', '#728', '#278', '#728', '#728', '#278', '#728', '#728', '#728', '#728', '#620', '#728', '#728', '#728', '#728', '#848', '#728', '#915', '#728', '#728', '#915', '#915', '#728', '#260', '#728', '#728', '#728', '#748', '#728', '#728', '#748', '#748', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#462', '#462', '#728', '#728', '#728', '#728', '#482', '#728', '#728', '#482', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#999', '#728', '#728', '#728', '#728', '#688', '#728', '#728', '#294', '#728', '#294', '#728', '#679', '#679', '#728', '#679', '#728', '#416', '#416', '#416', '#728', '#728', '#728', '#728', '#728', '#420', '#420', '#728', '#323', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#699', '#728', '#53', '#728', '#728', '#728', '#504', '#728', '#728', '#504', '#728', '#728', '#561', '#728', '#561', '#728', '#277', '#277', '#728', '#728', '#728', '#442', '#728', '#728', '#442', '#728', '#728', '#728', '#728', '#976', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#526', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#354', '#728', '#124', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#728', '#515', '#728', '#515', '#728', '#728', '#826', '#728', '#728', '#728', '#210', '#728', '#728', '#210', '#210', '#728', '#181', '#728', '#728', '#728', '#728', '#728', '#728', '#655', '#655']"
#731,67,13,"['#6', '#6', '#6', '#731', '#731', '#731', '#731', '#731', '#732', '#731', '#574', '#731', '#731', '#574', '#731', '#731', '#731', '#695', '#731', '#695', '#865', '#865', '#865', '#865', '#865', '#90', '#90', '#731', '#731', '#90', '#731', '#731', '#545', '#545', '#731', '#999', '#731', '#999', '#999', '#999', '#655', '#655', '#655', '#655', '#655', '#412', '#412', '#412', '#731', '#731', '#298', '#298', '#731', '#298', '#298', '#909', '#909', '#909', '#909', '#909', '#731', '#792', '#792', '#792', '#792', '#91', '#91', '#91', '#91', '#731', '#731', '#731', '#993', '#731', '#993', '#731', '#731', '#113', '#731', '#113', '#731', '#365', '#365', '#731', '#731', '#731', '#493', '#731', '#493', '#493', '#940', '#731', '#940', '#940', '#940', '#731', '#731', '#731', '#731', '#312', '#436', '#436', '#731', '#731', '#436', '#125', '#731', '#731', '#125', '#731', '#193', '#193', '#731', '#731', '#193', '#730', '#730', '#730', '#730', '#731', '#731', '#731', '#999', '#999', '#999', '#431', '#431', '#431', '#431', '#431', '#499', '#731', '#731', '#731', '#731', '#731', '#848', '#848', '#848', '#848', '#546', '#546', '#731', '#731', '#731', '#562', '#731', '#731', '#562', '#731', '#835', '#835', '#835', '#835', '#731', '#731', '#731', '#908', '#731', '#908', '#182', '#182', '#182', '#182', '#731', '#731', '#49', '#49', '#49', '#731']"
#358,97,21,"['#137', '#358', '#137', '#137', '#358', '#300', '#358', '#300', '#358', '#358', '#36', '#358', '#36', '#358', '#36', '#358', '#358', '#358', '#358', '#358', '#358', '#358', '#746', '#746', '#358', '#358', '#358', '#782', '#782', '#358', '#358', '#358', '#358', '#358', '#358', '#440', '#358', '#358', '#358', '#358', '#358', '#358', '#148', '#148', '#358', '#358', '#358', '#358', '#704', '#358', '#358', '#685', '#685', '#685', '#358', '#358', '#358', '#129', '#129', '#358', '#358', '#358', '#358', '#775', '#775', '#358', '#358', '#343', '#343', '#358', '#358', '#358', '#991', '#358', '#358', '#564', '#358', '#564', '#358', '#564', '#358', '#358', '#358', '#351', '#358', '#358', '#358', '#358', '#358', '#827', '#946', '#358', '#946', '#358', '#358', '#358', '#358', '#358', '#358', '#358', '#267', '#358', '#267', '#358', '#267', '#742', '#358', '#742', '#742', '#358', '#177', '#358', '#358', '#177', '#358', '#358', '#358', '#139', '#139', '#358', '#833', '#358', '#833', '#833', '#358', '#358', '#358', '#166', '#358', '#358', '#358', '#358', '#383', '#383', '#383', '#610', '#358', '#610', '#610', '#358', '#358', '#358', '#358', '#358', '#358', '#426', '#358', '#358', '#426', '#358', '#358', '#974', '#974', '#974', '#358']"
#137,106,24,"['#137', '#358', '#137', '#137', '#358', '#375', '#137', '#375', '#137', '#375', '#519', '#519', '#519', '#137', '#519', '#47', '#137', '#47', '#137', '#47', '#289', '#137', '#137', '#289', '#137', '#496', '#137', '#137', '#137', '#496', '#137', '#137', '#137', '#375', '#137', '#63', '#63', '#63', '#63', '#63', '#153', '#153', '#137', '#153', '#137', '#137', '#137', '#137', '#137', '#137', '#645', '#645', '#137', '#137', '#137', '#137', '#712', '#712', '#712', '#712', '#408', '#408', '#137', '#408', '#137', '#137', '#137', '#137', '#76', '#137', '#137', '#137', '#137', '#351', '#351', '#520', '#520', '#137', '#520', '#520', '#137', '#137', '#137', '#350', '#350', '#137', '#137', '#137', '#355', '#355', '#645', '#137', '#645', '#137', '#645', '#510', '#137', '#137', '#137', '#137', '#665', '#137', '#665', '#665', '#137', '#137', '#137', '#137', '#234', '#137', '#993', '#137', '#137', '#993', '#137', '#137', '#137', '#6', '#137', '#6', '#137', '#222', '#222', '#222', '#137', '#542', '#137', '#542', '#542', '#137', '#137', '#137', '#25', '#137', '#137', '#472', '#472', '#137', '#137', '#472', '#137', '#137', '#334', '#137', '#334', '#137', '#137', '#137', '#137', '#892', '#137', '#137', '#137', '#137', '#896', '#137', '#137', '#137', '#194', '#194', '#137', '#137', '#137', '#137', '#137', '#137', '#395', '#137', '#137', '#395', '#961', '#137', '#961', '#961', '#961', '#137', '#137', '#408', '#408', '#137', '#137', '#137', '#137', '#518', '#518', '#137', '#137', '#137', '#884', '#137']"
#284,101,18,"['#284', '#284', '#38', '#38', '#38', '#284', '#284', '#284', '#284', '#146', '#284', '#284', '#284', '#426', '#426', '#961', '#284', '#961', '#961', '#284', '#284', '#284', '#579', '#579', '#284', '#284', '#284', '#624', '#624', '#624', '#284', '#907', '#907', '#907', '#907', '#668', '#284', '#284', '#284', '#284', '#287', '#284', '#287', '#287', '#284', '#642', '#284', '#284', '#284', '#284', '#284', '#266', '#266', '#266', '#266', '#284', '#284', '#284', '#284', '#284', '#575', '#284', '#575', '#575', '#284', '#250', '#284', '#250', '#284', '#250', '#201', '#284', '#201', '#284', '#284', '#49', '#284', '#284', '#49', '#49', '#695', '#284', '#284', '#695', '#695', '#284', '#398', '#284', '#284', '#284', '#706', '#706', '#706', '#706', '#706', '#197', '#197', '#197', '#284', '#197', '#284', '#472', '#284', '#472', '#472', '#284', '#284', '#223', '#223', '#284', '#70', '#284', '#70', '#70', '#70', '#284', '#284', '#284', '#284', '#321', '#999', '#284', '#284', '#999', '#999', '#284', '#284', '#284', '#284', '#168', '#282', '#284', '#282', '#282', '#282', '#284', '#284', '#284', '#962', '#962', '#241', '#241', '#241', '#241', '#241', '#284', '#284', '#284', '#284', '#710', '#402', '#284', '#402', '#402', '#402', '#19', '#284', '#284', '#19', '#19', '#284', '#284', '#4', '#284', '#4', '#284', '#284', '#480', '#284', '#284', '#207', '#207', '#207', '#207', '#207', '#247', '#284', '#284', '#284', '#247', '#803', '#284', '#284', '#803', '#803', '#284', '#284', '#503', '#503', '#503', '#514', '#284', '#514', '#514', '#514', '#284', '#284', '#284', '#284', '#415', '#484', '#284', '#284', '#284', '#284', '#284', '#284', '#684', '#684', '#684']"
#856,117,25,"['#694', '#856', '#856', '#856', '#856', '#101', '#101', '#101', '#856', '#856', '#856', '#856', '#856', '#332', '#856', '#306', '#306', '#856', '#306', '#856', '#856', '#856', '#891', '#891', '#856', '#121', '#856', '#856', '#121', '#121', '#856', '#856', '#856', '#118', '#118', '#856', '#856', '#856', '#781', '#781', '#320', '#856', '#320', '#856', '#856', '#138', '#138', '#138', '#856', '#138', '#975', '#856', '#856', '#975', '#975', '#515', '#515', '#856', '#515', '#515', '#856', '#515', '#856', '#856', '#515', '#113', '#856', '#113', '#113', '#113', '#712', '#856', '#712', '#856', '#712', '#220', '#856', '#856', '#856', '#220', '#328', '#856', '#328', '#328', '#328', '#856', '#856', '#856', '#657', '#657', '#327', '#856', '#856', '#856', '#856', '#493', '#856', '#493', '#856', '#856', '#606', '#606', '#856', '#606', '#606', '#703', '#856', '#703', '#703', '#703', '#856', '#856', '#856', '#856', '#556', '#856', '#778', '#856', '#778', '#856', '#187', '#187', '#187', '#187', '#187', '#856', '#856', '#493', '#856', '#856', '#856', '#856', '#856', '#856', '#132', '#856', '#856', '#856', '#856', '#856', '#894', '#856', '#856', '#856', '#894', '#901', '#901', '#856', '#901', '#901', '#856', '#514', '#514', '#514', '#514', '#856', '#856', '#856', '#856', '#688', '#417', '#856', '#856', '#417', '#417', '#846', '#856', '#856', '#846', '#846', '#856', '#570', '#856', '#856', '#570', '#568', '#856', '#856', '#856', '#568', '#856', '#856', '#343', '#343', '#343', '#856', '#856', '#754', '#754', '#754', '#856', '#727', '#856', '#856', '#727', '#856', '#856', '#856', '#618', '#618', '#669', '#856', '#856', '#669', '#669', '#873', '#873', '#856', '#856', '#873', '#856', '#856', '#817', '#856', '#817', '#136', '#136', '#136', '#136', '#136', '#605', '#856', '#605', '#856', '#605', '#856', '#856', '#416', '#856', '#416', '#856', '#173', '#856', '#856', '#173', '#962', '#856', '#962', '#962', '#962']"
#694,81,12,"['#694', '#856', '#856', '#856', '#856', '#694', '#244', '#244', '#244', '#244', '#694', '#694', '#435', '#435', '#435', '#694', '#28', '#694', '#694', '#28', '#694', '#694', '#922', '#922', '#922', '#412', '#694', '#412', '#412', '#412', '#858', '#858', '#858', '#858', '#694', '#694', '#462', '#694', '#694', '#462', '#741', '#741', '#694', '#694', '#694', '#694', '#370', '#694', '#694', '#370', '#694', '#694', '#507', '#507', '#507', '#694', '#694', '#694', '#694', '#399', '#902', '#902', '#694', '#694', '#694', '#326', '#694', '#326', '#326', '#326', '#976', '#976', '#976', '#694', '#976', '#694', '#357', '#357', '#357', '#694', '#694', '#694', '#698', '#698', '#698', '#694', '#694', '#294', '#294', '#294', '#135', '#694', '#135', '#135', '#135', '#194', '#194', '#194', '#694', '#194', '#477', '#694', '#477', '#477', '#694', '#980', '#980', '#980', '#980', '#980', '#474', '#694', '#474', '#694', '#474', '#694', '#694', '#502', '#502', '#694', '#764', '#694', '#764', '#694', '#764', '#313', '#694', '#313', '#694', '#313', '#694', '#694', '#694', '#371', '#371', '#427', '#694', '#427', '#694', '#427', '#694', '#868', '#868', '#868', '#694', '#659', '#659', '#694', '#694', '#659', '#451', '#694', '#451', '#451', '#694', '#292', '#292', '#292', '#292', '#694', '#289', '#289', '#694', '#289', '#289', '#694', '#694', '#694', '#694', '#694', '#694', '#50', '#694', '#50', '#694', '#694', '#694', '#691', '#694', '#691', '#201', '#201', '#694', '#694', '#201', '#694', '#694', '#975', '#694', '#975', '#551', '#551', '#694', '#694', '#551']"
#74,129,24,"['#74', '#957', '#957', '#957', '#74', '#228', '#74', '#228', '#74', '#74', '#704', '#74', '#704', '#704', '#74', '#644', '#74', '#644', '#74', '#644', '#74', '#74', '#74', '#35', '#74', '#176', '#176', '#176', '#176', '#176', '#74', '#74', '#443', '#443', '#74', '#74', '#482', '#74', '#482', '#74', '#74', '#532', '#74', '#532', '#74', '#74', '#74', '#766', '#74', '#766', '#932', '#74', '#932', '#932', '#74', '#74', '#874', '#74', '#74', '#74', '#74', '#74', '#988', '#74', '#74', '#635', '#635', '#74', '#635', '#74', '#74', '#74', '#74', '#261', '#74', '#777', '#74', '#74', '#74', '#777', '#437', '#74', '#437', '#74', '#437', '#74', '#547', '#74', '#74', '#547', '#807', '#807', '#74', '#807', '#807', '#74', '#685', '#74', '#685', '#685', '#74', '#74', '#20', '#74', '#74', '#254', '#254', '#254', '#254', '#74', '#359', '#359', '#359', '#359', '#74', '#74', '#248', '#248', '#248', '#74', '#859', '#859', '#859', '#859', '#74', '#74', '#377', '#74', '#74', '#377', '#384', '#74', '#384', '#384', '#384', '#876', '#74', '#876', '#74', '#876', '#74', '#74', '#990', '#74', '#74', '#57', '#74', '#74', '#57', '#57', '#74', '#74', '#74', '#74', '#74', '#376', '#74', '#376', '#376', '#376', '#480', '#74', '#480', '#74', '#480', '#533', '#74', '#533', '#533', '#533', '#945', '#74', '#945', '#74', '#74', '#74', '#401', '#401', '#401', '#401', '#74', '#74', '#74', '#536', '#536', '#565', '#74', '#565', '#74', '#565', '#7', '#7', '#7', '#74', '#7', '#253', '#253', '#74', '#253', '#253', '#74', '#74', '#74', '#415', '#74', '#247', '#247', '#247', '#247', '#247', '#74', '#74', '#74', '#490', '#490', '#74', '#74', '#74', '#74', '#74', '#423', '#423', '#423', '#74', '#423', '#74', '#227', '#74', '#74', '#74', '#237', '#74', '#237', '#237', '#237', '#74', '#74', '#74', '#74', '#74', '#74', '#245', '#74', '#74', '#74', '#74', '#74', '#74', '#74', '#74', '#74', '#89', '#89', '#89', '#74', '#74', '#362', '#362', '#362', '#74']"
#957,101,22,"['#74', '#957', '#957', '#957', '#74', '#957', '#957', '#957', '#282', '#282', '#957', '#957', '#957', '#957', '#957', '#957', '#957', '#957', '#957', '#957', '#957', '#164', '#957', '#957', '#164', '#852', '#957', '#957', '#852', '#852', '#911', '#957', '#911', '#957', '#957', '#957', '#957', '#973', '#973', '#973', '#957', '#530', '#957', '#957', '#957', '#957', '#957', '#957', '#409', '#957', '#957', '#957', '#957', '#957', '#389', '#486', '#486', '#486', '#957', '#486', '#577', '#957', '#957', '#577', '#577', '#957', '#957', '#957', '#419', '#419', '#974', '#957', '#974', '#974', '#957', '#690', '#957', '#957', '#690', '#690', '#957', '#957', '#957', '#148', '#957', '#194', '#957', '#957', '#957', '#194', '#957', '#639', '#957', '#639', '#957', '#957', '#957', '#957', '#471', '#957', '#684', '#684', '#957', '#957', '#684', '#957', '#957', '#957', '#435', '#435', '#314', '#957', '#957', '#314', '#314', '#149', '#957', '#149', '#149', '#957', '#957', '#957', '#325', '#957', '#957', '#957', '#957', '#369', '#369', '#957', '#957', '#957', '#957', '#957', '#967', '#167', '#957', '#957', '#167', '#167', '#957', '#957', '#365', '#365', '#365', '#714', '#957', '#714', '#714', '#957', '#957', '#957', '#567', '#567', '#957', '#957', '#957', '#957', '#319', '#319', '#957', '#957', '#957', '#500', '#500', '#957', '#957', '#882', '#957', '#882', '#957', '#834', '#834', '#834', '#834']"
#152,94,16,"['#264', '#152', '#152', '#264', '#264', '#806', '#152', '#152', '#152', '#152', '#403', '#403', '#403', '#403', '#403', '#152', '#152', '#242', '#242', '#242', '#599', '#152', '#152', '#599', '#599', '#152', '#152', '#152', '#152', '#152', '#339', '#339', '#339', '#339', '#339', '#152', '#500', '#500', '#500', '#500', '#431', '#431', '#431', '#431', '#152', '#152', '#152', '#152', '#152', '#152', '#152', '#522', '#152', '#152', '#522', '#152', '#659', '#152', '#152', '#152', '#508', '#508', '#152', '#152', '#508', '#22', '#22', '#152', '#22', '#152', '#152', '#717', '#717', '#152', '#717', '#152', '#543', '#152', '#152', '#543', '#807', '#152', '#152', '#807', '#807', '#909', '#909', '#909', '#909', '#909', '#909', '#909', '#909', '#909', '#909', '#909', '#909', '#152', '#909', '#909', '#618', '#618', '#152', '#152', '#618', '#152', '#152', '#65', '#65', '#152', '#152', '#366', '#366', '#152', '#366', '#152', '#152', '#626', '#626', '#626', '#152', '#152', '#152', '#152', '#152', '#203', '#203', '#203', '#203', '#203', '#152', '#152', '#152', '#152', '#540', '#936', '#936', '#936', '#936', '#936', '#152', '#719', '#152', '#719', '#719', '#499', '#152', '#499', '#152', '#152', '#152', '#29', '#152', '#29', '#29', '#636', '#636', '#152', '#636', '#636', '#229', '#229', '#229', '#229', '#152', '#987', '#152', '#987', '#152', '#987', '#152', '#152', '#85', '#85', '#85', '#152', '#152', '#152', '#467', '#152', '#806', '#152', '#806', '#152', '#152', '#152', '#200', '#200', '#152', '#152', '#692', '#152', '#152', '#692', '#152', '#363', '#363', '#363', '#363', '#363', '#152', '#152', '#69', '#152', '#69', '#152', '#55', '#152', '#55', '#55', '#152', '#152', '#929', '#929', '#152', '#489', '#489', '#152', '#489', '#489']"
#264,80,15,"['#264', '#152', '#152', '#264', '#264', '#264', '#264', '#264', '#264', '#264', '#84', '#84', '#84', '#264', '#264', '#4', '#4', '#264', '#264', '#4', '#380', '#380', '#264', '#264', '#380', '#962', '#962', '#962', '#264', '#962', '#264', '#144', '#144', '#264', '#264', '#391', '#391', '#391', '#264', '#264', '#264', '#264', '#847', '#264', '#847', '#264', '#570', '#264', '#264', '#570', '#554', '#264', '#264', '#264', '#264', '#825', '#264', '#264', '#825', '#825', '#264', '#264', '#367', '#264', '#367', '#178', '#264', '#264', '#264', '#178', '#264', '#264', '#539', '#264', '#539', '#264', '#833', '#833', '#833', '#833', '#264', '#635', '#635', '#264', '#635', '#264', '#264', '#557', '#264', '#264', '#63', '#264', '#63', '#63', '#63', '#264', '#594', '#594', '#264', '#594', '#334', '#334', '#264', '#264', '#334', '#268', '#264', '#268', '#264', '#268', '#48', '#48', '#264', '#264', '#48', '#264', '#961', '#961', '#264', '#264', '#925', '#925', '#264', '#925', '#925', '#344', '#344', '#344', '#264', '#344', '#717', '#264', '#717', '#264', '#264', '#264', '#932', '#932', '#932', '#264', '#353', '#353', '#353', '#264', '#353', '#264', '#904', '#904', '#264', '#264', '#264', '#264', '#910', '#264', '#910', '#777', '#264', '#264', '#264', '#777', '#995', '#264', '#995', '#995', '#995', '#622', '#622', '#264', '#264', '#622']"
