snum,wins,victories,rounds
#22,119,22,"['#22', '#22', '#636', '#636', '#636', '#985', '#22', '#985', '#985', '#985', '#22', '#22', '#22', '#22', '#22', '#22', '#22', '#932', '#932', '#22', '#666', '#22', '#22', '#666', '#666', '#22', '#22', '#22', '#22', '#865', '#894', '#22', '#22', '#22', '#894', '#22', '#22', '#22', '#22', '#22', '#22', '#22', '#152', '#22', '#152', '#199', '#22', '#199', '#199', '#199', '#22', '#22', '#22', '#22', '#475', '#750', '#22', '#750', '#22', '#22', '#22', '#22', '#22', '#733', '#22', '#414', '#22', '#22', '#414', '#414', '#22', '#22', '#22', '#22', '#566', '#333', '#22', '#22', '#333', '#333', '#22', '#22', '#929', '#929', '#929', '#834', '#834', '#22', '#834', '#834', '#22', '#22', '#22', '#22', '#22', '#22', '#22', '#268', '#22', '#268', '#22', '#22', '#22', '#22', '#22', '#579', '#579', '#22', '#22', '#579', '#774', '#22', '#22', '#774', '#774', '#22', '#834', '#834', '#834', '#22', '#22', '#22', '#22', '#22', '#686', '#22', '#22', '#33', '#22', '#22', '#250', '#22', '#250', '#22', '#22', '#314', '#22', '#314', '#314', '#22', '#81', '#81', '#22', '#81', '#81', '#103', '#22', '#103', '#22', '#103', '#22', '#22', '#465', '#465', '#22', '#22', '#22', '#115', '#115', '#115', '#22', '#22', '#525', '#22', '#22', '#68', '#68', '#68', '#68', '#22', '#22', '#22', '#22', '#689', '#22', '#22', '#22', '#22', '#22', '#64', '#22', '#22', '#22', '#129', '#129', '#744', '#744', '#744', '#22', '#744', '#542', '#542', '#542', '#542', '#542', '#966', '#966', '#966', '#22', '#966', '#75', '#22', '#22', '#22', '#75', '#22', '#682', '#22', '#682', '#682', '#22', '#22', '#747', '#747', '#747', '#954', '#22', '#954', '#22', '#954', '#418', '#22', '#418', '#418', '#418']"
#606,92,18,"['#487', '#487', '#606', '#606', '#606', '#495', '#495', '#606', '#495', '#606', '#606', '#4', '#4', '#4', '#4', '#361', '#361', '#606', '#361', '#361', '#972', '#972', '#972', '#606', '#972', '#122', '#122', '#606', '#122', '#606', '#606', '#231', '#606', '#231', '#606', '#987', '#987', '#987', '#606', '#606', '#606', '#606', '#300', '#606', '#606', '#409', '#606', '#606', '#606', '#606', '#461', '#606', '#461', '#606', '#461', '#806', '#806', '#806', '#806', '#606', '#804', '#804', '#804', '#804', '#804', '#606', '#606', '#606', '#606', '#92', '#606', '#606', '#400', '#400', '#400', '#914', '#606', '#606', '#606', '#606', '#606', '#991', '#991', '#991', '#991', '#606', '#606', '#865', '#606', '#606', '#439', '#439', '#439', '#606', '#439', '#606', '#606', '#702', '#606', '#702', '#606', '#606', '#856', '#606', '#606', '#722', '#722', '#722', '#606', '#722', '#514', '#514', '#606', '#606', '#606', '#837', '#837', '#837', '#837', '#606', '#606', '#736', '#606', '#736', '#736', '#606', '#606', '#191', '#606', '#606', '#606', '#840', '#840', '#606', '#840', '#606', '#888', '#606', '#606', '#888', '#606', '#606', '#606', '#473', '#473', '#639', '#639', '#606', '#639', '#606', '#967', '#967', '#967', '#606', '#967', '#606', '#606', '#109', '#606', '#109', '#760', '#606', '#760', '#606', '#760', '#606', '#606', '#606', '#524', '#524', '#661', '#661', '#606', '#661', '#661', '#868', '#868', '#868', '#868', '#606', '#286', '#606', '#286', '#286', '#286', '#164', '#164', '#164', '#164', '#606', '#606', '#318', '#606', '#606', '#318', '#606', '#606', '#312', '#312', '#606', '#606', '#138', '#138', '#606', '#606', '#701', '#701', '#701', '#701', '#701']"
#552,113,21,"['#221', '#221', '#221', '#552', '#552', '#613', '#613', '#552', '#552', '#613', '#552', '#944', '#944', '#552', '#552', '#552', '#728', '#728', '#728', '#728', '#552', '#96', '#96', '#96', '#552', '#982', '#552', '#982', '#982', '#552', '#253', '#253', '#552', '#253', '#552', '#552', '#552', '#387', '#552', '#552', '#552', '#552', '#697', '#552', '#552', '#552', '#552', '#552', '#552', '#552', '#552', '#552', '#755', '#755', '#552', '#552', '#552', '#841', '#552', '#552', '#706', '#706', '#706', '#706', '#552', '#552', '#65', '#65', '#65', '#552', '#377', '#552', '#377', '#377', '#552', '#568', '#568', '#568', '#568', '#568', '#552', '#552', '#530', '#552', '#552', '#552', '#999', '#999', '#999', '#999', '#552', '#442', '#442', '#442', '#552', '#552', '#552', '#667', '#667', '#552', '#552', '#487', '#487', '#552', '#552', '#827', '#552', '#827', '#552', '#827', '#511', '#552', '#552', '#552', '#552', '#316', '#552', '#552', '#552', '#552', '#552', '#552', '#552', '#720', '#552', '#864', '#552', '#552', '#552', '#552', '#552', '#552', '#34', '#552', '#34', '#889', '#552', '#889', '#889', '#889', '#552', '#552', '#552', '#552', '#621', '#552', '#552', '#921', '#921', '#552', '#552', '#552', '#547', '#547', '#552', '#963', '#963', '#963', '#552', '#552', '#552', '#153', '#153', '#153', '#552', '#552', '#552', '#552', '#552', '#552', '#552', '#492', '#492', '#492', '#552', '#552', '#552', '#476', '#476', '#552', '#559', '#559', '#559', '#559', '#559', '#647', '#647', '#647', '#647', '#647', '#552', '#354', '#354', '#354', '#354', '#552', '#348', '#348', '#348', '#552', '#552', '#552', '#552', '#552', '#552', '#974', '#974', '#974', '#974', '#552', '#552', '#709', '#709', '#709', '#552', '#552', '#664', '#552', '#552', '#552']"
#14,79,13,"['#669', '#669', '#14', '#14', '#14', '#14', '#652', '#652', '#652', '#652', '#14', '#200', '#200', '#200', '#200', '#721', '#721', '#14', '#14', '#721', '#14', '#584', '#14', '#584', '#584', '#400', '#400', '#14', '#400', '#400', '#14', '#7', '#7', '#7', '#7', '#90', '#90', '#90', '#90', '#90', '#14', '#470', '#470', '#470', '#470', '#14', '#432', '#14', '#14', '#432', '#39', '#39', '#39', '#14', '#39', '#14', '#14', '#14', '#171', '#171', '#14', '#14', '#228', '#228', '#14', '#313', '#313', '#313', '#313', '#14', '#588', '#14', '#14', '#588', '#588', '#737', '#737', '#737', '#737', '#737', '#14', '#14', '#259', '#259', '#259', '#940', '#940', '#14', '#14', '#940', '#697', '#14', '#14', '#697', '#14', '#14', '#640', '#14', '#640', '#640', '#4', '#4', '#14', '#14', '#14', '#272', '#272', '#14', '#14', '#14', '#361', '#361', '#361', '#14', '#361', '#443', '#443', '#443', '#14', '#443', '#14', '#30', '#14', '#30', '#30', '#918', '#918', '#918', '#918', '#918', '#14', '#14', '#14', '#14', '#14', '#648', '#648', '#648', '#648', '#648', '#244', '#14', '#244', '#244', '#14', '#473', '#473', '#14', '#473', '#473', '#704', '#14', '#14', '#704', '#14', '#397', '#397', '#14', '#14', '#14', '#6', '#14', '#6', '#6', '#6', '#737', '#14', '#737', '#737', '#14', '#909', '#909', '#14', '#909', '#909', '#75', '#75', '#14', '#14', '#75', '#153', '#14', '#14', '#153', '#14', '#748', '#14', '#14', '#14', '#748', '#266', '#266', '#14', '#14', '#266', '#14', '#14', '#75', '#75', '#14', '#14', '#7', '#14', '#7', '#7', '#676', '#14', '#14', '#676', '#676']"
#171,106,19,"['#171', '#416', '#416', '#416', '#171', '#171', '#171', '#171', '#171', '#171', '#814', '#814', '#814', '#171', '#814', '#68', '#68', '#68', '#171', '#171', '#171', '#758', '#171', '#758', '#171', '#171', '#740', '#171', '#171', '#171', '#292', '#292', '#171', '#292', '#171', '#171', '#120', '#120', '#120', '#171', '#181', '#181', '#181', '#171', '#181', '#171', '#142', '#171', '#171', '#142', '#14', '#14', '#14', '#171', '#171', '#500', '#171', '#500', '#500', '#171', '#171', '#38', '#171', '#38', '#38', '#171', '#758', '#758', '#171', '#171', '#550', '#171', '#550', '#550', '#171', '#171', '#615', '#171', '#171', '#171', '#171', '#242', '#242', '#171', '#171', '#944', '#944', '#944', '#171', '#171', '#171', '#507', '#507', '#171', '#171', '#171', '#930', '#930', '#171', '#171', '#171', '#489', '#489', '#489', '#171', '#435', '#171', '#435', '#435', '#171', '#717', '#171', '#717', '#717', '#171', '#954', '#171', '#171', '#171', '#954', '#171', '#171', '#171', '#802', '#802', '#198', '#171', '#198', '#198', '#171', '#171', '#255', '#255', '#171', '#171', '#171', '#171', '#28', '#28', '#171', '#171', '#171', '#171', '#602', '#602', '#866', '#866', '#866', '#171', '#171', '#171', '#171', '#390', '#390', '#171', '#680', '#680', '#171', '#680', '#171', '#171', '#171', '#92', '#92', '#92', '#171', '#171', '#36', '#36', '#36', '#458', '#458', '#171', '#458', '#171', '#171', '#28', '#171', '#28', '#171', '#171', '#171', '#625', '#171', '#625', '#171', '#171', '#534', '#171', '#171', '#269', '#269', '#171', '#171', '#171', '#224', '#224', '#224', '#224', '#171', '#171', '#962', '#962', '#171', '#962', '#467', '#171', '#467', '#467', '#171', '#605', '#171', '#605', '#605', '#605']"
#777,92,15,"['#777', '#777', '#138', '#777', '#777', '#777', '#180', '#777', '#777', '#777', '#777', '#777', '#893', '#893', '#777', '#777', '#704', '#704', '#704', '#777', '#710', '#710', '#777', '#710', '#777', '#863', '#863', '#777', '#863', '#777', '#777', '#777', '#434', '#434', '#777', '#932', '#777', '#777', '#932', '#932', '#128', '#777', '#128', '#128', '#128', '#586', '#777', '#586', '#586', '#586', '#777', '#45', '#777', '#45', '#45', '#777', '#74', '#74', '#74', '#777', '#240', '#777', '#777', '#240', '#777', '#777', '#777', '#777', '#185', '#777', '#459', '#777', '#459', '#777', '#777', '#777', '#777', '#777', '#779', '#777', '#360', '#360', '#360', '#360', '#360', '#777', '#777', '#777', '#777', '#777', '#502', '#502', '#777', '#502', '#777', '#777', '#827', '#777', '#777', '#827', '#776', '#777', '#777', '#777', '#777', '#439', '#439', '#439', '#777', '#439', '#639', '#639', '#777', '#777', '#777', '#635', '#635', '#635', '#777', '#777', '#777', '#595', '#595', '#595', '#777', '#777', '#777', '#777', '#280', '#777', '#238', '#238', '#238', '#777', '#238', '#260', '#260', '#260', '#777', '#777', '#229', '#229', '#229', '#777', '#229', '#992', '#992', '#992', '#992', '#777', '#610', '#610', '#610', '#610', '#610', '#777', '#897', '#897', '#897', '#777', '#655', '#655', '#655', '#655', '#655', '#777', '#136', '#136', '#136', '#777', '#65', '#65', '#65', '#777', '#777', '#120', '#777', '#120', '#777', '#777', '#213', '#777', '#213', '#213', '#777', '#461', '#777', '#777', '#461', '#461', '#706', '#706', '#706', '#777', '#706', '#777', '#9', '#9', '#777', '#777', '#777', '#264', '#264', '#264', '#777']"
#467,85,14,"['#734', '#467', '#734', '#734', '#467', '#467', '#778', '#778', '#778', '#467', '#467', '#744', '#744', '#744', '#467', '#422', '#422', '#422', '#422', '#467', '#199', '#467', '#199', '#199', '#199', '#907', '#907', '#907', '#907', '#467', '#214', '#467', '#214', '#467', '#214', '#203', '#203', '#203', '#467', '#203', '#292', '#467', '#292', '#292', '#467', '#5', '#5', '#5', '#5', '#467', '#98', '#467', '#98', '#467', '#467', '#467', '#138', '#138', '#467', '#467', '#910', '#467', '#910', '#910', '#467', '#309', '#309', '#467', '#467', '#309', '#467', '#467', '#340', '#467', '#467', '#601', '#601', '#601', '#601', '#601', '#444', '#444', '#444', '#444', '#467', '#638', '#638', '#467', '#467', '#467', '#467', '#467', '#371', '#371', '#467', '#609', '#609', '#609', '#467', '#467', '#915', '#915', '#915', '#467', '#467', '#912', '#467', '#912', '#467', '#467', '#312', '#312', '#467', '#312', '#467', '#467', '#189', '#189', '#189', '#467', '#467', '#12', '#12', '#467', '#467', '#973', '#973', '#973', '#467', '#467', '#467', '#467', '#374', '#374', '#467', '#17', '#17', '#17', '#17', '#467', '#467', '#140', '#140', '#467', '#467', '#738', '#738', '#738', '#738', '#467', '#868', '#868', '#868', '#868', '#467', '#162', '#162', '#467', '#162', '#467', '#467', '#168', '#467', '#168', '#467', '#486', '#486', '#467', '#467', '#467', '#467', '#467', '#292', '#292', '#292', '#152', '#152', '#152', '#467', '#152', '#802', '#802', '#802', '#802', '#467', '#49', '#467', '#49', '#467', '#467', '#467', '#415', '#467', '#415', '#467', '#467', '#795', '#795', '#795', '#467', '#467', '#171', '#467', '#467', '#171', '#628', '#628', '#628', '#628', '#467']"
#554,64,10,"['#510', '#510', '#554', '#554', '#554', '#530', '#530', '#554', '#554', '#554', '#554', '#830', '#830', '#554', '#830', '#489', '#489', '#554', '#489', '#489', '#356', '#554', '#356', '#356', '#356', '#554', '#264', '#264', '#264', '#264', '#275', '#554', '#554', '#275', '#554', '#554', '#554', '#969', '#969', '#969', '#219', '#219', '#219', '#554', '#554', '#714', '#554', '#714', '#554', '#714', '#528', '#528', '#554', '#528', '#528', '#505', '#554', '#554', '#505', '#554', '#519', '#519', '#554', '#554', '#519', '#601', '#601', '#601', '#554', '#601', '#554', '#495', '#554', '#554', '#554', '#554', '#554', '#589', '#554', '#589', '#756', '#554', '#756', '#756', '#554', '#248', '#248', '#554', '#554', '#248', '#67', '#554', '#67', '#554', '#67', '#385', '#554', '#554', '#385', '#554', '#554', '#554', '#69', '#69', '#69', '#554', '#554', '#554', '#505', '#505', '#294', '#554', '#554', '#294', '#294', '#717', '#717', '#717', '#554', '#554', '#233', '#233', '#233', '#554', '#554', '#554', '#554', '#554', '#672', '#554', '#554', '#538', '#554', '#554', '#554', '#554', '#218', '#218', '#554', '#218']"
#126,90,15,"['#126', '#126', '#126', '#126', '#459', '#126', '#793', '#793', '#126', '#793', '#126', '#260', '#126', '#260', '#260', '#682', '#126', '#126', '#682', '#682', '#126', '#821', '#821', '#126', '#821', '#126', '#858', '#126', '#126', '#126', '#126', '#126', '#126', '#25', '#25', '#116', '#116', '#126', '#116', '#116', '#126', '#692', '#126', '#126', '#126', '#126', '#331', '#126', '#331', '#331', '#225', '#126', '#126', '#225', '#225', '#468', '#126', '#468', '#468', '#126', '#689', '#126', '#126', '#126', '#126', '#11', '#11', '#126', '#11', '#126', '#380', '#380', '#126', '#126', '#126', '#555', '#555', '#126', '#555', '#555', '#126', '#17', '#126', '#17', '#17', '#482', '#482', '#126', '#126', '#482', '#386', '#386', '#386', '#126', '#126', '#126', '#562', '#126', '#126', '#562', '#126', '#378', '#126', '#126', '#378', '#699', '#699', '#699', '#126', '#699', '#126', '#824', '#126', '#126', '#824', '#389', '#389', '#126', '#126', '#389', '#126', '#356', '#356', '#356', '#356', '#593', '#126', '#126', '#126', '#126', '#758', '#126', '#126', '#758', '#758', '#126', '#126', '#126', '#494', '#494', '#126', '#279', '#126', '#279', '#279', '#126', '#126', '#126', '#126', '#273', '#509', '#126', '#509', '#126', '#509', '#126', '#126', '#126', '#126', '#319', '#126', '#126', '#126', '#618', '#618', '#126', '#126', '#126', '#126', '#126', '#126', '#235', '#235', '#235', '#235', '#150', '#126', '#150', '#150', '#150']"
#309,103,16,"['#875', '#875', '#875', '#309', '#309', '#351', '#309', '#309', '#351', '#309', '#681', '#309', '#681', '#681', '#309', '#309', '#309', '#796', '#309', '#309', '#140', '#140', '#309', '#140', '#309', '#746', '#746', '#746', '#746', '#309', '#309', '#493', '#493', '#309', '#309', '#521', '#521', '#521', '#521', '#309', '#309', '#309', '#309', '#245', '#309', '#309', '#309', '#467', '#467', '#309', '#900', '#900', '#900', '#900', '#309', '#309', '#611', '#309', '#611', '#309', '#309', '#717', '#717', '#717', '#309', '#1', '#1', '#1', '#1', '#309', '#309', '#579', '#579', '#309', '#309', '#966', '#309', '#966', '#309', '#966', '#309', '#537', '#537', '#537', '#309', '#309', '#337', '#337', '#337', '#309', '#244', '#309', '#244', '#244', '#309', '#945', '#945', '#945', '#945', '#309', '#309', '#558', '#558', '#558', '#309', '#892', '#892', '#309', '#892', '#309', '#309', '#203', '#309', '#309', '#309', '#244', '#244', '#244', '#244', '#309', '#309', '#262', '#262', '#262', '#309', '#655', '#309', '#309', '#309', '#309', '#654', '#654', '#309', '#654', '#309', '#748', '#309', '#748', '#748', '#309', '#625', '#625', '#625', '#309', '#309', '#95', '#309', '#309', '#309', '#309', '#820', '#820', '#820', '#820', '#309', '#123', '#123', '#123', '#123', '#309', '#837', '#837', '#837', '#837', '#309', '#513', '#513', '#309', '#513', '#309', '#309', '#841', '#841', '#309', '#309', '#309', '#309', '#309', '#231', '#309', '#897', '#309', '#897', '#309', '#309', '#309', '#240', '#240', '#309', '#309', '#563', '#563', '#563', '#309', '#563', '#827', '#827', '#309', '#309', '#309', '#953', '#309', '#953', '#953', '#309', '#879', '#309', '#879', '#309', '#879', '#309', '#990', '#990', '#990', '#309', '#309', '#309', '#714', '#309', '#309', '#309', '#363', '#363', '#363', '#363', '#983', '#983', '#983', '#983', '#309']"
#298,87,17,"['#298', '#818', '#818', '#818', '#818', '#226', '#226', '#226', '#298', '#298', '#350', '#350', '#350', '#350', '#350', '#950', '#950', '#950', '#298', '#950', '#67', '#67', '#67', '#67', '#298', '#298', '#298', '#298', '#298', '#298', '#298', '#290', '#298', '#298', '#298', '#298', '#298', '#731', '#298', '#298', '#9', '#9', '#9', '#298', '#9', '#289', '#298', '#289', '#298', '#298', '#298', '#441', '#441', '#441', '#298', '#298', '#900', '#900', '#298', '#298', '#697', '#697', '#298', '#298', '#697', '#298', '#595', '#595', '#298', '#595', '#298', '#328', '#298', '#328', '#298', '#920', '#920', '#920', '#298', '#298', '#298', '#298', '#298', '#298', '#298', '#204', '#298', '#298', '#204', '#298', '#298', '#298', '#646', '#298', '#298', '#377', '#298', '#377', '#377', '#298', '#298', '#298', '#732', '#298', '#732', '#446', '#446', '#298', '#446', '#446', '#218', '#218', '#218', '#218', '#298', '#298', '#298', '#238', '#238', '#298', '#817', '#298', '#817', '#817', '#817', '#138', '#298', '#138', '#298', '#298', '#298', '#680', '#680', '#680', '#298', '#298', '#298', '#750', '#750', '#298', '#298', '#298', '#298', '#98', '#298', '#336', '#336', '#298', '#298', '#298', '#460', '#298', '#298', '#298', '#298', '#235', '#298', '#235', '#235', '#298', '#95', '#298', '#298', '#95', '#298', '#298', '#888', '#888', '#888', '#298', '#298', '#860', '#860', '#860', '#298']"
#446,86,15,"['#569', '#446', '#569', '#569', '#446', '#446', '#446', '#390', '#446', '#390', '#446', '#446', '#446', '#446', '#446', '#828', '#446', '#446', '#828', '#828', '#446', '#576', '#576', '#446', '#576', '#292', '#446', '#292', '#292', '#446', '#446', '#199', '#446', '#199', '#199', '#350', '#446', '#350', '#446', '#350', '#827', '#446', '#827', '#827', '#827', '#461', '#446', '#461', '#446', '#461', '#76', '#446', '#446', '#76', '#446', '#374', '#374', '#374', '#374', '#374', '#781', '#446', '#781', '#446', '#446', '#490', '#446', '#446', '#490', '#490', '#446', '#446', '#446', '#446', '#580', '#125', '#446', '#125', '#125', '#125', '#446', '#446', '#446', '#446', '#446', '#446', '#446', '#446', '#273', '#273', '#449', '#446', '#449', '#446', '#449', '#158', '#446', '#158', '#158', '#158', '#446', '#446', '#298', '#446', '#446', '#446', '#446', '#446', '#446', '#618', '#380', '#380', '#446', '#380', '#446', '#503', '#446', '#503', '#446', '#503', '#446', '#446', '#446', '#313', '#313', '#446', '#446', '#446', '#446', '#446', '#446', '#713', '#446', '#713', '#713', '#446', '#446', '#446', '#446', '#446', '#127', '#446', '#127', '#127', '#127', '#591', '#446', '#446', '#591', '#446', '#446', '#756', '#446', '#446', '#756', '#446', '#446', '#176', '#176', '#176', '#473', '#473', '#473', '#473', '#473', '#446', '#446', '#23', '#446', '#23']"
#923,69,10,"['#923', '#664', '#923', '#664', '#923', '#879', '#923', '#923', '#879', '#879', '#218', '#218', '#218', '#218', '#923', '#923', '#923', '#923', '#923', '#270', '#180', '#180', '#923', '#180', '#923', '#923', '#273', '#273', '#923', '#273', '#706', '#923', '#923', '#923', '#706', '#872', '#872', '#872', '#872', '#872', '#490', '#490', '#923', '#923', '#490', '#973', '#973', '#973', '#923', '#923', '#524', '#923', '#923', '#923', '#923', '#725', '#725', '#923', '#725', '#923', '#923', '#986', '#923', '#986', '#986', '#923', '#923', '#923', '#20', '#923', '#851', '#851', '#923', '#851', '#851', '#804', '#923', '#923', '#804', '#804', '#951', '#923', '#951', '#923', '#951', '#923', '#654', '#923', '#654', '#654', '#923', '#923', '#923', '#923', '#272', '#735', '#735', '#923', '#735', '#735', '#795', '#795', '#923', '#795', '#795', '#923', '#320', '#923', '#923', '#320', '#923', '#716', '#716', '#923', '#716', '#840', '#923', '#923', '#923', '#840', '#271', '#271', '#923', '#923', '#271', '#146', '#146', '#146', '#923', '#923', '#192', '#192', '#923', '#192', '#192', '#923', '#923', '#923', '#752', '#752', '#923', '#923', '#535', '#923', '#535', '#923', '#719', '#923', '#719', '#719', '#17', '#923', '#923', '#17', '#17']"
#714,148,31,"['#714', '#714', '#714', '#714', '#283', '#714', '#714', '#714', '#714', '#714', '#714', '#576', '#576', '#714', '#576', '#714', '#60', '#714', '#714', '#60', '#828', '#714', '#714', '#828', '#828', '#433', '#433', '#714', '#714', '#714', '#234', '#714', '#714', '#714', '#714', '#716', '#716', '#716', '#714', '#714', '#714', '#714', '#714', '#635', '#714', '#121', '#121', '#714', '#121', '#714', '#486', '#486', '#486', '#486', '#714', '#114', '#114', '#714', '#714', '#114', '#714', '#714', '#184', '#184', '#184', '#253', '#253', '#714', '#253', '#714', '#714', '#714', '#252', '#252', '#252', '#278', '#714', '#278', '#278', '#278', '#714', '#248', '#714', '#714', '#248', '#714', '#111', '#714', '#111', '#111', '#952', '#952', '#952', '#952', '#952', '#714', '#812', '#714', '#714', '#812', '#68', '#714', '#714', '#68', '#714', '#714', '#178', '#714', '#714', '#178', '#714', '#576', '#714', '#714', '#576', '#221', '#221', '#221', '#221', '#221', '#714', '#714', '#714', '#819', '#714', '#978', '#714', '#714', '#978', '#978', '#714', '#554', '#714', '#554', '#714', '#714', '#714', '#714', '#128', '#714', '#794', '#794', '#714', '#714', '#794', '#714', '#714', '#714', '#573', '#573', '#714', '#312', '#714', '#714', '#714', '#498', '#714', '#714', '#714', '#714', '#714', '#714', '#839', '#714', '#714', '#669', '#714', '#714', '#669', '#669', '#877', '#877', '#714', '#877', '#877', '#714', '#714', '#714', '#155', '#714', '#628', '#628', '#714', '#714', '#714', '#714', '#991', '#991', '#991', '#991', '#341', '#341', '#714', '#714', '#714', '#714', '#281', '#714', '#281', '#281', '#714', '#13', '#714', '#714', '#13', '#465', '#465', '#714', '#465', '#714', '#714', '#714', '#714', '#603', '#714', '#987', '#714', '#714', '#987', '#714', '#714', '#456', '#456', '#714', '#456', '#810', '#810', '#714', '#810', '#714', '#369', '#369', '#714', '#714', '#714', '#714', '#714', '#714', '#714', '#349', '#77', '#77', '#714', '#714', '#714', '#327', '#327', '#714', '#327', '#714', '#714', '#957', '#714', '#714', '#957', '#182', '#182', '#714', '#182', '#182', '#604', '#714', '#604', '#714', '#714', '#309', '#309', '#714', '#309', '#309', '#714', '#718', '#718', '#714', '#714', '#714', '#714', '#714', '#459', '#714', '#187', '#714', '#187', '#187', '#187']"
#99,87,20,"['#99', '#99', '#99', '#433', '#99', '#819', '#819', '#99', '#819', '#819', '#303', '#303', '#99', '#303', '#303', '#99', '#99', '#99', '#99', '#365', '#99', '#354', '#99', '#99', '#354', '#602', '#602', '#99', '#99', '#99', '#99', '#689', '#99', '#689', '#99', '#247', '#247', '#247', '#99', '#247', '#916', '#916', '#916', '#99', '#916', '#169', '#169', '#169', '#99', '#99', '#99', '#301', '#301', '#99', '#99', '#983', '#983', '#983', '#99', '#99', '#99', '#300', '#99', '#300', '#99', '#99', '#328', '#99', '#99', '#328', '#99', '#99', '#1', '#1', '#1', '#99', '#845', '#99', '#845', '#845', '#980', '#980', '#980', '#99', '#99', '#99', '#99', '#99', '#99', '#99', '#99', '#508', '#99', '#508', '#99', '#99', '#903', '#903', '#903', '#903', '#7', '#7', '#99', '#7', '#99', '#99', '#138', '#99', '#138', '#99', '#99', '#99', '#99', '#99', '#245', '#963', '#99', '#963', '#99', '#963', '#99', '#254', '#99', '#254', '#99', '#853', '#853', '#99', '#853', '#853', '#99', '#99', '#21', '#99', '#99', '#99', '#99', '#99', '#353', '#353', '#99', '#99', '#99', '#50', '#50', '#99', '#99', '#99', '#647', '#647', '#99', '#229', '#99', '#99', '#99', '#99', '#131', '#99', '#131', '#99', '#99', '#99', '#546', '#546', '#99']"
#81,135,27,"['#749', '#749', '#81', '#749', '#81', '#443', '#443', '#443', '#443', '#81', '#944', '#944', '#944', '#944', '#81', '#81', '#81', '#134', '#81', '#81', '#81', '#835', '#835', '#81', '#81', '#454', '#454', '#454', '#454', '#81', '#81', '#987', '#987', '#987', '#81', '#81', '#81', '#81', '#422', '#81', '#81', '#81', '#642', '#81', '#81', '#81', '#851', '#851', '#851', '#81', '#493', '#493', '#493', '#81', '#81', '#722', '#722', '#722', '#81', '#81', '#81', '#81', '#300', '#81', '#81', '#274', '#81', '#81', '#81', '#274', '#81', '#956', '#81', '#956', '#81', '#81', '#123', '#81', '#81', '#81', '#692', '#692', '#692', '#81', '#81', '#59', '#59', '#59', '#81', '#81', '#81', '#394', '#81', '#394', '#394', '#81', '#259', '#259', '#259', '#81', '#81', '#597', '#81', '#597', '#81', '#81', '#81', '#81', '#211', '#81', '#81', '#19', '#81', '#81', '#81', '#428', '#428', '#81', '#428', '#81', '#81', '#456', '#456', '#456', '#81', '#81', '#660', '#81', '#81', '#81', '#999', '#81', '#999', '#999', '#81', '#468', '#468', '#468', '#81', '#81', '#729', '#729', '#729', '#729', '#729', '#81', '#423', '#81', '#423', '#81', '#81', '#249', '#81', '#249', '#81', '#81', '#81', '#81', '#81', '#81', '#81', '#81', '#22', '#81', '#81', '#563', '#81', '#81', '#81', '#563', '#81', '#32', '#81', '#32', '#81', '#11', '#81', '#11', '#81', '#81', '#81', '#256', '#81', '#81', '#81', '#240', '#81', '#240', '#81', '#81', '#66', '#66', '#81', '#81', '#81', '#81', '#81', '#81', '#393', '#81', '#537', '#537', '#81', '#537', '#81', '#81', '#81', '#321', '#81', '#321', '#845', '#845', '#845', '#845', '#81', '#81', '#363', '#363', '#363', '#363', '#81', '#81', '#81', '#380', '#81', '#780', '#81', '#780', '#780', '#81', '#93', '#81', '#93', '#93', '#81', '#942', '#942', '#942', '#942', '#81', '#81', '#764', '#81', '#764', '#81', '#271', '#271', '#81', '#271', '#81', '#81', '#81', '#555', '#555', '#81']"
#197,86,18,"['#197', '#469', '#197', '#197', '#469', '#197', '#197', '#197', '#197', '#87', '#337', '#197', '#337', '#337', '#197', '#973', '#197', '#973', '#197', '#197', '#690', '#690', '#197', '#690', '#690', '#197', '#197', '#463', '#463', '#463', '#197', '#197', '#475', '#475', '#475', '#197', '#197', '#903', '#903', '#197', '#197', '#197', '#697', '#697', '#197', '#598', '#197', '#197', '#598', '#197', '#700', '#197', '#197', '#700', '#197', '#197', '#197', '#21', '#197', '#197', '#403', '#197', '#197', '#403', '#403', '#878', '#197', '#878', '#878', '#197', '#324', '#197', '#324', '#197', '#324', '#197', '#197', '#197', '#693', '#693', '#197', '#530', '#197', '#197', '#530', '#523', '#523', '#523', '#523', '#197', '#197', '#197', '#43', '#43', '#43', '#197', '#197', '#197', '#197', '#197', '#224', '#197', '#224', '#224', '#197', '#996', '#197', '#197', '#996', '#996', '#630', '#197', '#197', '#630', '#197', '#197', '#903', '#197', '#903', '#903', '#197', '#197', '#992', '#992', '#197', '#197', '#197', '#197', '#284', '#197', '#599', '#197', '#197', '#197', '#599', '#388', '#197', '#388', '#197', '#197', '#768', '#197', '#768', '#197', '#768', '#197', '#197', '#775', '#197', '#197', '#197', '#197', '#197', '#919', '#919', '#154', '#197', '#197', '#154', '#154']"
