snum,wins,victories,rounds
#9,46,11,"['#588', '#9', '#9', '#9', '#9', '#314', '#9', '#314', '#314', '#9', '#9', '#880', '#9', '#880', '#9', '#451', '#9', '#451', '#9', '#9', '#9', '#673', '#9', '#673', '#9', '#9', '#9', '#802', '#802', '#9', '#9', '#9', '#110', '#110', '#110', '#9', '#9', '#173', '#173', '#173', '#9', '#9', '#9', '#9', '#387', '#335', '#9', '#9', '#335', '#9', '#9', '#39', '#9', '#9', '#39', '#410', '#9', '#9', '#9', '#9', '#9', '#9', '#692', '#692', '#9', '#692', '#692', '#9', '#692', '#9', '#9', '#9', '#9', '#9', '#9']"
#298,38,10,"['#298', '#298', '#954', '#298', '#954', '#298', '#768', '#298', '#298', '#768', '#298', '#298', '#299', '#299', '#298', '#298', '#337', '#337', '#337', '#298', '#23', '#298', '#23', '#298', '#298', '#298', '#298', '#941', '#298', '#298', '#296', '#298', '#298', '#298', '#296', '#518', '#298', '#518', '#518', '#518', '#198', '#298', '#298', '#198', '#298', '#298', '#169', '#169', '#298', '#298', '#599', '#298', '#298', '#599', '#298', '#298', '#298', '#450', '#450', '#298', '#836', '#836', '#836', '#298', '#298', '#905', '#298', '#905', '#905', '#298']"
#857,36,8,"['#857', '#910', '#910', '#910', '#857', '#409', '#409', '#409', '#409', '#857', '#140', '#140', '#857', '#140', '#140', '#361', '#361', '#361', '#857', '#361', '#857', '#857', '#38', '#857', '#38', '#382', '#857', '#382', '#382', '#382', '#25', '#857', '#25', '#857', '#857', '#857', '#873', '#857', '#873', '#857', '#54', '#857', '#857', '#54', '#54', '#857', '#890', '#857', '#890', '#857', '#112', '#112', '#857', '#112', '#857', '#857', '#727', '#727', '#857', '#857', '#482', '#482', '#857', '#857', '#482', '#857', '#181', '#857', '#181', '#857', '#857', '#607', '#857', '#857', '#607', '#96', '#857', '#96', '#857', '#857']"
#492,19,2,"['#178', '#178', '#492', '#492', '#178', '#492', '#492', '#379', '#379', '#492', '#557', '#492', '#557', '#557', '#557', '#492', '#492', '#639', '#639', '#639', '#492', '#492', '#492', '#472', '#472', '#260', '#260', '#260', '#492', '#260', '#492', '#129', '#129', '#492', '#129', '#519', '#519', '#519', '#492', '#519', '#128', '#492', '#492', '#128', '#128', '#492', '#491', '#491', '#491', '#491', '#622', '#492', '#622', '#622', '#622']"
#829,52,13,"['#829', '#945', '#945', '#829', '#829', '#829', '#829', '#829', '#359', '#829', '#788', '#829', '#829', '#829', '#829', '#855', '#829', '#855', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#69', '#829', '#829', '#371', '#829', '#829', '#829', '#829', '#955', '#829', '#955', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#683', '#683', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#829', '#566', '#829', '#829', '#829']"
#75,22,4,"['#529', '#529', '#529', '#529', '#529', '#745', '#745', '#75', '#745', '#745', '#852', '#852', '#852', '#852', '#75', '#63', '#63', '#63', '#63', '#63', '#75', '#914', '#75', '#914', '#914', '#32', '#75', '#75', '#32', '#32', '#75', '#594', '#75', '#594', '#594', '#788', '#75', '#75', '#788', '#75', '#821', '#75', '#821', '#821', '#821', '#75', '#22', '#75', '#75', '#75', '#445', '#75', '#75', '#445', '#75', '#75', '#75', '#454', '#454', '#75']"
#475,57,15,"['#475', '#883', '#883', '#475', '#475', '#475', '#979', '#979', '#475', '#475', '#242', '#475', '#475', '#475', '#475', '#475', '#503', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#712', '#475', '#712', '#475', '#475', '#475', '#475', '#185', '#475', '#475', '#86', '#86', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#593', '#593', '#475', '#475', '#475', '#623', '#475', '#475', '#475', '#475', '#693', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#475', '#808', '#475', '#475', '#565', '#565', '#475', '#475']"
#597,20,2,"['#597', '#597', '#759', '#759', '#759', '#748', '#597', '#748', '#597', '#748', '#597', '#597', '#597', '#597', '#597', '#709', '#597', '#709', '#597', '#709', '#60', '#597', '#60', '#60', '#60', '#597', '#782', '#597', '#782', '#782', '#597', '#597', '#220', '#220', '#220', '#742', '#742', '#742', '#597', '#742', '#597', '#243', '#597', '#597', '#243']"
#934,17,3,"['#812', '#812', '#934', '#812', '#812', '#934', '#934', '#223', '#934', '#934', '#934', '#934', '#934', '#934', '#934', '#934', '#934', '#934', '#183', '#183', '#934', '#934', '#337', '#337', '#337', '#934', '#685', '#934', '#685', '#685']"
#926,15,2,"['#926', '#690', '#690', '#690', '#690', '#926', '#926', '#926', '#926', '#95', '#484', '#926', '#926', '#484', '#484', '#926', '#274', '#274', '#926', '#274', '#311', '#926', '#311', '#311', '#311', '#926', '#299', '#926', '#926', '#299', '#922', '#922', '#926', '#922', '#922', '#860', '#860', '#860', '#860', '#926']"
#533,26,4,"['#533', '#533', '#351', '#351', '#533', '#533', '#764', '#533', '#764', '#533', '#224', '#224', '#533', '#533', '#533', '#372', '#372', '#372', '#372', '#533', '#533', '#742', '#742', '#533', '#742', '#533', '#533', '#149', '#149', '#533', '#938', '#533', '#938', '#533', '#938', '#533', '#827', '#827', '#533', '#827', '#900', '#900', '#900', '#533', '#533', '#554', '#554', '#554', '#554', '#533', '#451', '#451', '#451', '#533', '#533', '#551', '#551', '#533', '#533', '#551']"
#351,25,5,"['#533', '#533', '#351', '#351', '#533', '#351', '#351', '#925', '#925', '#925', '#123', '#351', '#351', '#351', '#123', '#735', '#735', '#351', '#351', '#735', '#351', '#137', '#137', '#351', '#351', '#311', '#351', '#311', '#311', '#351', '#351', '#351', '#351', '#351', '#351', '#351', '#351', '#848', '#351', '#848', '#351', '#933', '#351', '#351', '#933']"
#233,30,6,"['#233', '#358', '#233', '#358', '#358', '#463', '#233', '#233', '#233', '#233', '#233', '#233', '#959', '#959', '#959', '#233', '#233', '#233', '#257', '#257', '#233', '#233', '#405', '#233', '#405', '#233', '#233', '#233', '#233', '#419', '#233', '#233', '#233', '#233', '#640', '#222', '#233', '#233', '#233', '#222', '#233', '#301', '#233', '#301', '#301', '#21', '#233', '#233', '#21', '#21', '#860', '#860', '#233', '#860', '#860']"
#358,25,7,"['#233', '#358', '#233', '#358', '#358', '#598', '#358', '#358', '#358', '#358', '#358', '#358', '#821', '#358', '#358', '#358', '#358', '#255', '#358', '#358', '#428', '#358', '#428', '#358', '#358', '#358', '#358', '#239', '#239', '#358', '#358', '#358', '#570', '#358', '#358']"
#23,32,8,"['#23', '#23', '#23', '#481', '#23', '#374', '#23', '#23', '#374', '#23', '#23', '#298', '#23', '#298', '#298', '#23', '#23', '#23', '#23', '#23', '#68', '#68', '#23', '#23', '#23', '#23', '#713', '#23', '#713', '#23', '#23', '#433', '#23', '#433', '#23', '#680', '#23', '#23', '#680', '#23', '#23', '#61', '#23', '#23', '#23', '#749', '#749', '#23', '#749', '#23']"
#630,14,2,"['#630', '#630', '#252', '#630', '#630', '#582', '#582', '#582', '#582', '#582', '#630', '#267', '#267', '#267', '#267', '#89', '#89', '#89', '#630', '#89', '#310', '#310', '#630', '#310', '#310', '#124', '#124', '#124', '#124', '#630', '#941', '#941', '#941', '#941', '#630', '#630', '#630', '#92', '#92', '#630', '#728', '#728', '#728', '#630', '#728', '#545', '#545', '#545', '#545', '#630']"
#301,44,11,"['#301', '#301', '#301', '#260', '#260', '#301', '#301', '#929', '#929', '#929', '#982', '#982', '#301', '#301', '#982', '#301', '#301', '#301', '#989', '#989', '#310', '#301', '#301', '#301', '#301', '#114', '#301', '#114', '#301', '#114', '#301', '#301', '#472', '#301', '#472', '#233', '#301', '#233', '#301', '#301', '#891', '#301', '#891', '#301', '#301', '#301', '#140', '#301', '#140', '#301', '#301', '#301', '#301', '#276', '#301', '#301', '#301', '#301', '#804', '#804', '#301', '#301', '#301', '#18', '#18', '#21', '#301', '#301', '#21', '#21', '#301', '#301', '#917', '#301', '#301']"
#334,35,9,"['#334', '#612', '#612', '#334', '#334', '#334', '#334', '#379', '#334', '#334', '#282', '#334', '#334', '#334', '#334', '#186', '#186', '#334', '#334', '#334', '#904', '#334', '#334', '#334', '#334', '#334', '#255', '#334', '#334', '#334', '#594', '#594', '#334', '#594', '#334', '#92', '#334', '#334', '#92', '#334', '#334', '#334', '#356', '#334', '#334', '#334', '#334', '#297', '#334', '#334']"
#391,41,10,"['#391', '#391', '#391', '#391', '#391', '#391', '#391', '#74', '#74', '#391', '#182', '#182', '#182', '#182', '#391', '#391', '#140', '#391', '#391', '#391', '#391', '#391', '#391', '#655', '#655', '#391', '#391', '#391', '#295', '#391', '#391', '#473', '#391', '#391', '#391', '#911', '#911', '#911', '#391', '#391', '#391', '#391', '#680', '#391', '#680', '#985', '#985', '#985', '#985', '#391', '#391', '#391', '#391', '#817', '#817', '#140', '#140', '#391', '#391', '#140', '#391', '#860', '#391', '#860', '#391', '#391', '#391', '#93', '#93', '#391']"
#144,13,3,"['#144', '#143', '#143', '#144', '#143', '#84', '#84', '#144', '#144', '#144', '#144', '#140', '#140', '#144', '#144', '#563', '#144', '#563', '#563', '#144', '#968', '#968', '#144', '#144', '#144']"
#454,37,10,"['#454', '#665', '#665', '#454', '#454', '#454', '#151', '#454', '#454', '#151', '#454', '#742', '#454', '#454', '#742', '#280', '#454', '#454', '#454', '#454', '#454', '#555', '#454', '#454', '#454', '#454', '#949', '#454', '#454', '#949', '#575', '#454', '#454', '#454', '#575', '#454', '#738', '#454', '#454', '#738', '#454', '#454', '#454', '#454', '#303', '#323', '#323', '#323', '#454', '#454', '#679', '#454', '#454', '#454', '#679', '#75', '#75', '#454', '#454', '#75']"
#359,34,9,"['#829', '#829', '#829', '#359', '#829', '#359', '#359', '#359', '#359', '#660', '#359', '#359', '#359', '#359', '#822', '#191', '#191', '#191', '#359', '#191', '#359', '#359', '#331', '#359', '#331', '#359', '#359', '#836', '#359', '#836', '#49', '#359', '#359', '#359', '#49', '#163', '#163', '#163', '#359', '#359', '#359', '#359', '#274', '#359', '#274', '#359', '#359', '#467', '#359', '#467', '#281', '#359', '#281', '#359', '#359', '#174', '#174', '#174', '#359', '#174', '#359', '#359', '#359', '#139', '#139']"
#36,28,7,"['#836', '#36', '#36', '#836', '#36', '#36', '#36', '#36', '#624', '#36', '#36', '#156', '#36', '#36', '#156', '#36', '#36', '#36', '#171', '#36', '#36', '#36', '#36', '#843', '#36', '#734', '#36', '#734', '#734', '#36', '#36', '#200', '#200', '#36', '#36', '#36', '#748', '#36', '#748', '#36', '#853', '#36', '#36', '#853', '#853']"
#836,30,6,"['#836', '#36', '#36', '#836', '#36', '#58', '#836', '#836', '#58', '#58', '#836', '#685', '#836', '#685', '#836', '#836', '#619', '#619', '#836', '#836', '#836', '#836', '#836', '#836', '#141', '#359', '#359', '#836', '#359', '#836', '#717', '#717', '#717', '#717', '#836', '#836', '#105', '#105', '#105', '#836', '#604', '#836', '#836', '#604', '#604', '#190', '#190', '#836', '#836', '#836', '#167', '#167', '#167', '#167', '#167', '#531', '#836', '#836', '#531', '#836', '#836', '#836', '#836', '#298', '#298']"
#371,23,2,"['#496', '#496', '#371', '#496', '#496', '#474', '#474', '#371', '#371', '#371', '#371', '#829', '#829', '#829', '#829', '#371', '#47', '#47', '#47', '#47', '#371', '#595', '#595', '#371', '#595', '#795', '#795', '#371', '#371', '#795', '#113', '#371', '#113', '#113', '#113', '#371', '#877', '#877', '#877', '#371', '#371', '#568', '#568', '#371', '#568', '#371', '#993', '#371', '#993', '#371', '#371', '#158', '#158', '#371', '#158', '#371', '#437', '#437', '#437', '#371', '#981', '#981', '#981', '#981', '#371']"
#25,21,3,"['#983', '#983', '#25', '#25', '#983', '#670', '#25', '#25', '#670', '#670', '#25', '#776', '#776', '#25', '#776', '#841', '#25', '#841', '#841', '#841', '#25', '#689', '#25', '#25', '#25', '#25', '#857', '#25', '#857', '#857', '#25', '#25', '#25', '#861', '#861', '#182', '#182', '#25', '#182', '#182', '#410', '#25', '#25', '#25', '#410', '#525', '#25', '#525', '#525', '#525']"
#167,44,10,"['#568', '#568', '#568', '#167', '#167', '#50', '#50', '#167', '#167', '#167', '#293', '#167', '#293', '#167', '#167', '#167', '#933', '#167', '#167', '#933', '#167', '#93', '#93', '#93', '#167', '#483', '#483', '#167', '#483', '#483', '#381', '#167', '#381', '#381', '#381', '#167', '#167', '#167', '#142', '#167', '#712', '#167', '#712', '#167', '#167', '#167', '#167', '#167', '#564', '#564', '#178', '#178', '#167', '#167', '#178', '#167', '#167', '#167', '#956', '#167', '#261', '#167', '#167', '#261', '#167', '#882', '#882', '#167', '#167', '#882', '#167', '#167', '#167', '#167', '#167', '#167', '#167', '#762', '#762', '#167']"
#89,27,6,"['#89', '#323', '#89', '#323', '#323', '#415', '#89', '#89', '#415', '#89', '#548', '#89', '#548', '#89', '#89', '#349', '#89', '#89', '#349', '#349', '#89', '#89', '#89', '#698', '#698', '#89', '#89', '#89', '#89', '#415', '#89', '#89', '#89', '#630', '#89', '#418', '#89', '#418', '#418', '#418', '#672', '#89', '#672', '#89', '#672', '#89', '#89', '#109', '#89', '#109']"
#47,24,4,"['#990', '#990', '#990', '#990', '#47', '#545', '#47', '#47', '#545', '#47', '#162', '#162', '#162', '#162', '#162', '#633', '#633', '#633', '#47', '#47', '#371', '#47', '#47', '#47', '#47', '#47', '#191', '#191', '#47', '#191', '#53', '#53', '#47', '#47', '#47', '#47', '#260', '#47', '#47', '#47', '#903', '#903', '#903', '#47', '#903', '#667', '#47', '#47', '#667', '#667', '#67', '#67', '#47', '#67', '#67', '#66', '#66', '#47', '#66', '#66']"
#889,41,9,"['#889', '#411', '#889', '#411', '#889', '#888', '#888', '#889', '#889', '#889', '#889', '#469', '#889', '#469', '#469', '#889', '#889', '#889', '#889', '#889', '#889', '#713', '#889', '#713', '#889', '#110', '#889', '#110', '#889', '#110', '#889', '#889', '#809', '#809', '#889', '#889', '#889', '#305', '#889', '#889', '#437', '#889', '#437', '#437', '#889', '#889', '#889', '#889', '#889', '#889', '#253', '#253', '#889', '#253', '#889', '#889', '#889', '#842', '#842', '#889', '#153', '#889', '#889', '#889', '#889']"
#847,26,5,"['#944', '#847', '#944', '#847', '#847', '#146', '#146', '#146', '#847', '#146', '#847', '#847', '#847', '#92', '#92', '#713', '#713', '#713', '#847', '#847', '#647', '#647', '#847', '#847', '#647', '#847', '#847', '#847', '#116', '#847', '#847', '#847', '#46', '#847', '#46', '#847', '#396', '#847', '#847', '#847', '#625', '#625', '#847', '#625', '#625', '#847', '#4', '#847', '#4', '#4', '#949', '#949', '#949', '#949', '#949', '#708', '#708', '#708', '#708', '#847']"
#566,14,2,"['#566', '#245', '#245', '#245', '#566', '#566', '#138', '#566', '#138', '#138', '#890', '#566', '#890', '#566', '#566', '#568', '#566', '#568', '#568', '#568', '#566', '#566', '#21', '#566', '#21', '#566', '#617', '#617', '#617', '#566', '#829', '#566', '#829', '#829', '#829']"
#623,17,2,"['#623', '#623', '#623', '#43', '#43', '#623', '#826', '#826', '#826', '#623', '#475', '#623', '#475', '#475', '#475', '#72', '#623', '#72', '#72', '#623', '#623', '#623', '#274', '#274', '#274', '#478', '#623', '#623', '#478', '#478', '#623', '#623', '#623', '#623', '#623']"
#43,6,0,"['#623', '#623', '#623', '#43', '#43', '#499', '#499', '#499', '#499', '#43', '#43', '#943', '#943', '#43', '#943', '#352', '#352', '#352', '#352', '#43']"
#995,56,15,"['#995', '#193', '#193', '#995', '#995', '#995', '#642', '#995', '#995', '#995', '#577', '#995', '#577', '#995', '#577', '#995', '#995', '#127', '#995', '#127', '#995', '#995', '#995', '#995', '#132', '#995', '#995', '#954', '#995', '#995', '#995', '#267', '#995', '#995', '#267', '#729', '#729', '#995', '#995', '#995', '#995', '#995', '#117', '#995', '#117', '#995', '#848', '#995', '#995', '#995', '#611', '#611', '#995', '#995', '#611', '#995', '#995', '#995', '#995', '#538', '#995', '#918', '#918', '#995', '#995', '#995', '#6', '#6', '#995', '#995', '#995', '#598', '#995', '#995', '#995', '#995', '#995', '#172', '#995', '#172', '#995', '#478', '#995', '#995', '#995']"
#968,21,4,"['#968', '#282', '#968', '#968', '#968', '#176', '#176', '#176', '#176', '#176', '#688', '#688', '#968', '#688', '#968', '#968', '#968', '#429', '#968', '#968', '#951', '#968', '#951', '#951', '#951', '#34', '#34', '#968', '#968', '#968', '#356', '#356', '#356', '#968', '#968', '#341', '#968', '#968', '#968', '#341', '#968', '#968', '#144', '#144', '#144', '#667', '#667', '#667', '#667', '#667']"
#478,36,7,"['#478', '#478', '#478', '#348', '#348', '#478', '#713', '#713', '#478', '#713', '#478', '#478', '#952', '#478', '#952', '#478', '#650', '#478', '#650', '#650', '#478', '#478', '#478', '#820', '#478', '#996', '#478', '#478', '#478', '#478', '#478', '#601', '#601', '#601', '#601', '#967', '#478', '#967', '#967', '#967', '#989', '#478', '#478', '#478', '#478', '#478', '#385', '#478', '#385', '#385', '#478', '#738', '#738', '#478', '#738', '#322', '#478', '#322', '#322', '#322', '#478', '#443', '#443', '#478', '#478', '#478', '#623', '#623', '#478', '#478', '#995', '#478', '#995', '#995', '#995']"
#474,24,5,"['#474', '#474', '#371', '#371', '#371', '#474', '#474', '#92', '#474', '#92', '#474', '#782', '#782', '#782', '#474', '#338', '#474', '#338', '#474', '#338', '#474', '#982', '#474', '#982', '#474', '#476', '#474', '#474', '#476', '#474', '#219', '#474', '#219', '#474', '#474', '#525', '#474', '#525', '#525', '#474', '#474', '#474', '#779', '#779', '#474', '#339', '#474', '#339', '#339', '#339']"
#52,47,12,"['#52', '#52', '#268', '#52', '#268', '#52', '#543', '#543', '#52', '#52', '#52', '#52', '#113', '#52', '#52', '#52', '#190', '#52', '#52', '#52', '#52', '#379', '#379', '#52', '#52', '#52', '#980', '#980', '#52', '#52', '#52', '#281', '#52', '#52', '#52', '#762', '#762', '#52', '#52', '#52', '#52', '#52', '#52', '#52', '#52', '#52', '#549', '#52', '#52', '#52', '#52', '#52', '#52', '#52', '#52', '#909', '#909', '#909', '#52', '#909', '#52', '#16', '#16', '#52', '#16', '#52', '#850', '#52', '#850', '#52']"
#979,18,3,"['#475', '#979', '#979', '#475', '#475', '#676', '#676', '#979', '#676', '#676', '#727', '#727', '#979', '#727', '#979', '#149', '#149', '#979', '#979', '#979', '#979', '#59', '#979', '#59', '#979', '#979', '#979', '#923', '#923', '#923', '#699', '#979', '#699', '#699', '#699', '#979', '#979', '#979', '#979', '#873']"
#465,10,2,"['#619', '#465', '#465', '#465', '#619', '#508', '#465', '#508', '#508', '#508', '#741', '#741', '#741', '#741', '#741', '#868', '#868', '#868', '#868', '#868', '#465', '#681', '#681', '#681', '#681', '#465', '#914', '#465', '#465', '#914', '#641', '#465', '#465', '#641', '#641']"
#520,12,3,"['#520', '#520', '#410', '#520', '#410', '#678', '#678', '#520', '#520', '#678', '#932', '#520', '#932', '#932', '#932', '#520', '#650', '#650', '#520', '#520', '#520', '#114', '#520', '#520', '#114']"
#530,29,8,"['#530', '#998', '#530', '#998', '#530', '#530', '#530', '#530', '#530', '#120', '#530', '#530', '#530', '#463', '#463', '#294', '#530', '#530', '#294', '#530', '#794', '#794', '#530', '#530', '#794', '#255', '#530', '#530', '#255', '#530', '#974', '#974', '#974', '#530', '#530', '#530', '#77', '#530', '#77', '#530', '#132', '#530', '#530', '#530', '#132', '#530', '#530', '#530', '#524', '#524']"
#655,22,4,"['#655', '#822', '#822', '#822', '#822', '#179', '#179', '#655', '#179', '#179', '#837', '#655', '#837', '#655', '#655', '#391', '#391', '#391', '#655', '#655', '#925', '#925', '#655', '#925', '#655', '#655', '#655', '#655', '#987', '#655', '#357', '#655', '#655', '#357', '#655', '#594', '#594', '#655', '#594', '#655', '#655', '#223', '#655', '#655', '#655']"
#610,34,7,"['#610', '#240', '#240', '#240', '#610', '#610', '#610', '#610', '#610', '#429', '#610', '#308', '#308', '#610', '#308', '#778', '#778', '#778', '#778', '#610', '#357', '#610', '#610', '#357', '#357', '#691', '#691', '#610', '#691', '#691', '#610', '#610', '#843', '#610', '#843', '#610', '#610', '#610', '#209', '#209', '#610', '#610', '#268', '#268', '#268', '#610', '#610', '#610', '#610', '#883', '#508', '#610', '#610', '#610', '#610', '#326', '#610', '#610', '#610', '#326', '#610', '#610', '#872', '#872', '#610']"
#722,35,8,"['#196', '#196', '#722', '#196', '#722', '#722', '#722', '#556', '#556', '#722', '#722', '#722', '#249', '#722', '#722', '#722', '#722', '#287', '#722', '#722', '#17', '#722', '#722', '#722', '#722', '#722', '#722', '#239', '#722', '#239', '#722', '#722', '#722', '#989', '#722', '#722', '#722', '#722', '#778', '#722', '#212', '#722', '#212', '#212', '#722', '#722', '#722', '#722', '#171', '#722', '#248', '#248', '#722', '#248', '#248']"
#336,31,7,"['#336', '#336', '#336', '#501', '#501', '#336', '#336', '#336', '#216', '#216', '#470', '#336', '#336', '#470', '#336', '#336', '#336', '#393', '#393', '#393', '#336', '#336', '#732', '#732', '#336', '#212', '#336', '#336', '#212', '#212', '#336', '#606', '#606', '#606', '#606', '#336', '#336', '#835', '#336', '#336', '#352', '#336', '#352', '#336', '#336', '#496', '#336', '#336', '#496', '#336', '#336', '#336', '#320', '#320', '#320', '#336', '#336', '#948', '#948', '#948']"
#564,9,1,"['#910', '#910', '#910', '#564', '#564', '#63', '#63', '#63', '#564', '#564', '#167', '#167', '#167', '#564', '#564', '#182', '#182', '#564', '#564', '#564']"
#949,27,5,"['#38', '#949', '#38', '#38', '#38', '#323', '#323', '#323', '#949', '#323', '#454', '#949', '#454', '#454', '#949', '#578', '#949', '#578', '#578', '#578', '#949', '#949', '#949', '#357', '#357', '#322', '#949', '#322', '#322', '#322', '#949', '#949', '#891', '#891', '#949', '#963', '#963', '#963', '#963', '#963', '#60', '#949', '#949', '#949', '#949', '#668', '#668', '#949', '#668', '#668', '#949', '#949', '#949', '#949', '#949', '#540', '#949', '#540', '#949', '#949', '#949', '#949', '#852', '#852', '#852']"
#556,35,6,"['#680', '#680', '#680', '#680', '#556', '#937', '#556', '#937', '#556', '#556', '#456', '#456', '#456', '#556', '#556', '#722', '#722', '#556', '#556', '#722', '#376', '#376', '#556', '#556', '#376', '#185', '#185', '#556', '#185', '#556', '#556', '#230', '#556', '#230', '#556', '#556', '#556', '#556', '#556', '#556', '#976', '#556', '#976', '#556', '#556', '#669', '#669', '#556', '#669', '#556', '#637', '#637', '#637', '#556', '#637', '#556', '#556', '#556', '#556', '#556', '#556', '#556', '#556', '#754', '#556']"
#670,23,6,"['#670', '#25', '#25', '#670', '#670', '#670', '#670', '#53', '#53', '#670', '#813', '#670', '#813', '#813', '#813', '#670', '#670', '#670', '#670', '#113', '#374', '#670', '#670', '#374', '#670', '#670', '#670', '#734', '#670', '#670', '#113', '#113', '#670', '#670', '#113', '#539', '#670', '#670', '#670', '#539']"
#598,30,6,"['#772', '#772', '#772', '#598', '#772', '#598', '#453', '#598', '#453', '#453', '#598', '#358', '#358', '#358', '#358', '#598', '#939', '#939', '#939', '#598', '#598', '#598', '#598', '#237', '#237', '#517', '#517', '#598', '#598', '#598', '#720', '#598', '#598', '#598', '#720', '#707', '#707', '#707', '#598', '#707', '#190', '#598', '#598', '#190', '#598', '#598', '#598', '#598', '#598', '#457', '#598', '#473', '#473', '#473', '#473', '#72', '#598', '#598', '#72', '#72', '#995', '#598', '#995', '#995', '#995', '#598', '#20', '#20', '#598', '#598']"
#138,30,7,"['#566', '#138', '#566', '#138', '#138', '#138', '#138', '#138', '#643', '#643', '#138', '#138', '#945', '#138', '#945', '#138', '#138', '#138', '#138', '#514', '#138', '#138', '#385', '#385', '#138', '#138', '#138', '#138', '#138', '#138', '#796', '#138', '#138', '#796', '#138', '#138', '#442', '#138', '#442', '#442', '#927', '#138', '#927', '#927', '#927', '#13', '#13', '#138', '#13', '#13', '#330', '#138', '#138', '#330', '#330']"
#788,17,3,"['#788', '#829', '#829', '#829', '#829', '#435', '#788', '#435', '#435', '#435', '#788', '#875', '#788', '#788', '#875', '#290', '#788', '#788', '#290', '#788', '#956', '#956', '#956', '#788', '#788', '#289', '#289', '#289', '#788', '#788', '#788', '#75', '#75', '#788', '#75', '#788', '#708', '#708', '#788', '#788']"
#78,11,2,"['#100', '#78', '#100', '#78', '#78', '#78', '#314', '#314', '#314', '#78', '#731', '#78', '#731', '#731', '#731', '#76', '#76', '#76', '#78', '#78', '#78', '#78', '#42', '#78', '#42']"
#100,11,2,"['#100', '#78', '#100', '#78', '#78', '#100', '#273', '#100', '#100', '#273', '#100', '#729', '#729', '#729', '#729', '#830', '#830', '#830', '#100', '#830', '#925', '#925', '#925', '#925', '#100', '#100', '#435', '#100', '#435', '#100']"
#494,7,0,"['#658', '#494', '#658', '#658', '#658', '#27', '#494', '#494', '#27', '#27', '#773', '#494', '#773', '#494', '#773', '#364', '#364', '#364', '#364', '#494', '#984', '#984', '#984', '#984', '#494']"
#175,20,5,"['#376', '#175', '#175', '#376', '#175', '#175', '#175', '#175', '#211', '#211', '#721', '#721', '#721', '#175', '#721', '#663', '#663', '#175', '#663', '#663', '#251', '#175', '#175', '#251', '#175', '#175', '#748', '#748', '#175', '#748', '#318', '#318', '#318', '#175', '#318', '#97', '#97', '#97', '#97', '#97', '#175', '#175', '#195', '#195', '#175', '#859', '#175', '#175', '#175', '#859']"
#376,35,8,"['#376', '#175', '#175', '#376', '#175', '#376', '#376', '#988', '#376', '#376', '#376', '#519', '#376', '#376', '#376', '#376', '#376', '#376', '#120', '#376', '#376', '#376', '#556', '#556', '#376', '#373', '#376', '#376', '#376', '#373', '#208', '#208', '#208', '#208', '#376', '#691', '#691', '#691', '#376', '#376', '#418', '#376', '#418', '#376', '#376', '#376', '#376', '#864', '#376', '#376', '#376', '#376', '#546', '#546', '#546', '#376', '#146', '#146', '#376', '#376']"
#720,21,3,"['#363', '#720', '#363', '#720', '#363', '#720', '#720', '#720', '#641', '#720', '#720', '#720', '#57', '#57', '#720', '#102', '#720', '#720', '#102', '#102', '#930', '#720', '#720', '#720', '#720', '#720', '#598', '#598', '#598', '#720', '#318', '#720', '#720', '#318', '#318', '#912', '#912', '#912', '#912', '#912', '#387', '#720', '#387', '#720', '#387']"
#579,29,6,"['#595', '#579', '#579', '#579', '#579', '#579', '#60', '#579', '#579', '#579', '#579', '#579', '#579', '#753', '#579', '#579', '#579', '#579', '#422', '#579', '#60', '#60', '#579', '#579', '#60', '#424', '#424', '#579', '#424', '#579', '#414', '#414', '#579', '#414', '#414', '#443', '#579', '#579', '#579', '#579', '#779', '#579', '#779', '#579', '#579', '#666', '#666', '#666', '#579', '#666']"
#929,22,5,"['#301', '#301', '#929', '#929', '#929', '#32', '#32', '#929', '#32', '#32', '#929', '#111', '#111', '#111', '#929', '#929', '#929', '#929', '#683', '#929', '#176', '#929', '#929', '#176', '#176', '#929', '#929', '#929', '#929', '#365', '#929', '#929', '#929', '#364', '#364', '#929', '#929', '#929', '#669', '#669']"
#350,22,4,"['#350', '#624', '#350', '#350', '#624', '#463', '#350', '#463', '#350', '#463', '#350', '#316', '#350', '#316', '#316', '#350', '#350', '#772', '#772', '#350', '#360', '#360', '#360', '#350', '#350', '#825', '#825', '#350', '#825', '#350', '#65', '#350', '#350', '#350', '#350', '#350', '#350', '#350', '#350', '#226']"
